kali-susp:Candidate [className=org.jfree.data.xy.XYSeries, methodName=org.jfree.data.xy.XYSeries{addOrUpdate(DD)Lorg/jfree/data/xy/XYDataItem; 0.0, lineNumber=527, susp=0.5]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{setAxisLocation(I)V 0.0, lineNumber=722, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{setAxisLocation(I)V 0.0, lineNumber=721, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{setValueLocation(I)V 0.0, lineNumber=691, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{setValueLocation(I)V 0.0, lineNumber=690, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{setValueLocation(I)V 0.0, lineNumber=689, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{setUnits(I)V 0.0, lineNumber=660, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{setUnits(I)V 0.0, lineNumber=659, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{setUnits(I)V 0.0, lineNumber=658, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{setUnits(I)V 0.0, lineNumber=657, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{setThermometerPaint(Ljava/awt/Paint;)V 0.0, lineNumber=624, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{setThermometerPaint(Ljava/awt/Paint;)V 0.0, lineNumber=623, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{setThermometerPaint(Ljava/awt/Paint;)V 0.0, lineNumber=622, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{setThermometerStroke(Ljava/awt/Stroke;)V 0.0, lineNumber=597, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{setThermometerStroke(Ljava/awt/Stroke;)V 0.0, lineNumber=596, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{setThermometerStroke(Ljava/awt/Stroke;)V 0.0, lineNumber=595, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{setPadding(Lorg/jfree/chart/util/RectangleInsets;)V 0.0, lineNumber=571, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{setPadding(Lorg/jfree/chart/util/RectangleInsets;)V 0.0, lineNumber=570, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{setPadding(Lorg/jfree/chart/util/RectangleInsets;)V 0.0, lineNumber=567, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{clone()Ljava/lang/Object; 0.0, lineNumber=1572, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{clone()Ljava/lang/Object; 0.0, lineNumber=1570, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{clone()Ljava/lang/Object; 0.0, lineNumber=1569, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{clone()Ljava/lang/Object; 0.0, lineNumber=1567, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{clone()Ljava/lang/Object; 0.0, lineNumber=1566, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{clone()Ljava/lang/Object; 0.0, lineNumber=1565, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{clone()Ljava/lang/Object; 0.0, lineNumber=1564, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{clone()Ljava/lang/Object; 0.0, lineNumber=1562, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{clone()Ljava/lang/Object; 0.0, lineNumber=1561, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{clone()Ljava/lang/Object; 0.0, lineNumber=1559, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{readObject(Ljava/io/ObjectInputStream;)V 0.0, lineNumber=1618, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{readObject(Ljava/io/ObjectInputStream;)V 0.0, lineNumber=1617, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{readObject(Ljava/io/ObjectInputStream;)V 0.0, lineNumber=1615, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{readObject(Ljava/io/ObjectInputStream;)V 0.0, lineNumber=1614, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{readObject(Ljava/io/ObjectInputStream;)V 0.0, lineNumber=1613, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{readObject(Ljava/io/ObjectInputStream;)V 0.0, lineNumber=1612, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{readObject(Ljava/io/ObjectInputStream;)V 0.0, lineNumber=1611, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{readObject(Ljava/io/ObjectInputStream;)V 0.0, lineNumber=1610, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{readObject(Ljava/io/ObjectInputStream;)V 0.0, lineNumber=1609, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{readObject(Ljava/io/ObjectInputStream;)V 0.0, lineNumber=1608, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{readObject(Ljava/io/ObjectInputStream;)V 0.0, lineNumber=1607, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{readObject(Ljava/io/ObjectInputStream;)V 0.0, lineNumber=1606, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{writeObject(Ljava/io/ObjectOutputStream;)V 0.0, lineNumber=1592, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{writeObject(Ljava/io/ObjectOutputStream;)V 0.0, lineNumber=1591, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{writeObject(Ljava/io/ObjectOutputStream;)V 0.0, lineNumber=1590, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{writeObject(Ljava/io/ObjectOutputStream;)V 0.0, lineNumber=1589, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{writeObject(Ljava/io/ObjectOutputStream;)V 0.0, lineNumber=1588, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{writeObject(Ljava/io/ObjectOutputStream;)V 0.0, lineNumber=1587, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{writeObject(Ljava/io/ObjectOutputStream;)V 0.0, lineNumber=1586, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{writeObject(Ljava/io/ObjectOutputStream;)V 0.0, lineNumber=1585, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{writeObject(Ljava/io/ObjectOutputStream;)V 0.0, lineNumber=1584, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{equal([[D[[D)Z 0.0, lineNumber=1547, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{equal([[D[[D)Z 0.0, lineNumber=1543, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{equal([[D[[D)Z 0.0, lineNumber=1542, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{equal([[D[[D)Z 0.0, lineNumber=1539, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{equal([[D[[D)Z 0.0, lineNumber=1536, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{equal([[D[[D)Z 0.0, lineNumber=1533, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=1521, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=1516, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=1515, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=1512, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=1509, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=1506, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=1503, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=1500, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=1497, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=1494, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=1491, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=1488, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=1485, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=1482, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=1479, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=1476, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=1472, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=1468, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=1465, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=1462, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=1459, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=1456, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=1453, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=1450, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=1449, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=1446, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=1443, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{setAxisRange()V 0.0, lineNumber=1363, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{setAxisRange()V 0.0, lineNumber=1357, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.ThermometerPlot, methodName=org.jfree.chart.plot.ThermometerPlot{getDataRange(Lorg/jfree/chart/axis/ValueAxis;)Lorg/jfree/data/Range; 0.0, lineNumber=1350, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{getStdDev([Ljava/lang/Number;)D 0.0, lineNumber=323, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{getStdDev([Ljava/lang/Number;)D 0.0, lineNumber=321, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{getStdDev([Ljava/lang/Number;)D 0.0, lineNumber=320, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{getStdDev([Ljava/lang/Number;)D 0.0, lineNumber=319, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{getStdDev([Ljava/lang/Number;)D 0.0, lineNumber=317, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{getStdDev([Ljava/lang/Number;)D 0.0, lineNumber=316, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{getStdDev([Ljava/lang/Number;)D 0.0, lineNumber=314, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{getStdDev([Ljava/lang/Number;)D 0.0, lineNumber=313, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{getStdDev([Ljava/lang/Number;)D 0.0, lineNumber=311, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{getStdDev([Ljava/lang/Number;)D 0.0, lineNumber=310, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{calculateMedian(Ljava/util/List;)D 0.0, lineNumber=185, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{calculateMean(Ljava/util/Collection;Z)D 0.0, lineNumber=160, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{calculateMean(Ljava/util/Collection;Z)D 0.0, lineNumber=159, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{calculateMean(Ljava/util/Collection;Z)D 0.0, lineNumber=151, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{calculateMean(Ljava/util/Collection;Z)D 0.0, lineNumber=150, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{calculateMean(Ljava/util/Collection;Z)D 0.0, lineNumber=142, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{calculateMean(Ljava/util/Collection;)D 0.0, lineNumber=122, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{calculateMedian(Ljava/util/List;Z)D 0.0, lineNumber=210, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{calculateMedian(Ljava/util/List;Z)D 0.0, lineNumber=209, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{calculateMedian(Ljava/util/List;Z)D 0.0, lineNumber=207, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{calculateMedian(Ljava/util/List;Z)D 0.0, lineNumber=206, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{calculateMedian(Ljava/util/List;Z)D 0.0, lineNumber=205, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{calculateMedian(Ljava/util/List;Z)D 0.0, lineNumber=204, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{getCorrelation([Ljava/lang/Number;[Ljava/lang/Number;)D 0.0, lineNumber=446, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{getCorrelation([Ljava/lang/Number;[Ljava/lang/Number;)D 0.0, lineNumber=444, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{getCorrelation([Ljava/lang/Number;[Ljava/lang/Number;)D 0.0, lineNumber=443, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{getCorrelation([Ljava/lang/Number;[Ljava/lang/Number;)D 0.0, lineNumber=442, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{getCorrelation([Ljava/lang/Number;[Ljava/lang/Number;)D 0.0, lineNumber=441, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{getCorrelation([Ljava/lang/Number;[Ljava/lang/Number;)D 0.0, lineNumber=440, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{getCorrelation([Ljava/lang/Number;[Ljava/lang/Number;)D 0.0, lineNumber=438, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{getCorrelation([Ljava/lang/Number;[Ljava/lang/Number;)D 0.0, lineNumber=437, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{getCorrelation([Ljava/lang/Number;[Ljava/lang/Number;)D 0.0, lineNumber=436, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{getCorrelation([Ljava/lang/Number;[Ljava/lang/Number;)D 0.0, lineNumber=434, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{getCorrelation([Ljava/lang/Number;[Ljava/lang/Number;)D 0.0, lineNumber=433, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{getCorrelation([Ljava/lang/Number;[Ljava/lang/Number;)D 0.0, lineNumber=432, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{getCorrelation([Ljava/lang/Number;[Ljava/lang/Number;)D 0.0, lineNumber=431, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{getCorrelation([Ljava/lang/Number;[Ljava/lang/Number;)D 0.0, lineNumber=430, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{getCorrelation([Ljava/lang/Number;[Ljava/lang/Number;)D 0.0, lineNumber=429, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{getCorrelation([Ljava/lang/Number;[Ljava/lang/Number;)D 0.0, lineNumber=428, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{getCorrelation([Ljava/lang/Number;[Ljava/lang/Number;)D 0.0, lineNumber=427, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{getCorrelation([Ljava/lang/Number;[Ljava/lang/Number;)D 0.0, lineNumber=426, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{getCorrelation([Ljava/lang/Number;[Ljava/lang/Number;)D 0.0, lineNumber=425, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{getCorrelation([Ljava/lang/Number;[Ljava/lang/Number;)D 0.0, lineNumber=420, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{getCorrelation([Ljava/lang/Number;[Ljava/lang/Number;)D 0.0, lineNumber=417, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{getCorrelation([Ljava/lang/Number;[Ljava/lang/Number;)D 0.0, lineNumber=414, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{calculateMean([Ljava/lang/Number;Z)D 0.0, lineNumber=111, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{calculateMean([Ljava/lang/Number;Z)D 0.0, lineNumber=110, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{calculateMean([Ljava/lang/Number;Z)D 0.0, lineNumber=107, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{calculateMean([Ljava/lang/Number;Z)D 0.0, lineNumber=106, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{calculateMean([Ljava/lang/Number;Z)D 0.0, lineNumber=105, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{calculateMean([Ljava/lang/Number;Z)D 0.0, lineNumber=102, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{calculateMean([Ljava/lang/Number;Z)D 0.0, lineNumber=99, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{calculateMean([Ljava/lang/Number;Z)D 0.0, lineNumber=98, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{calculateMean([Ljava/lang/Number;Z)D 0.0, lineNumber=96, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{calculateMean([Ljava/lang/Number;Z)D 0.0, lineNumber=95, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{calculateMean([Ljava/lang/Number;Z)D 0.0, lineNumber=93, susp=0.0]
kali-susp:Candidate [className=org.jfree.data.statistics.Statistics, methodName=org.jfree.data.statistics.Statistics{calculateMean([Ljava/lang/Number;Z)D 0.0, lineNumber=91, susp=0.0]
