kali-susp:Candidate [className=org.jfree.chart.renderer.category.StatisticalBarRenderer, methodName=org.jfree.chart.renderer.category.StatisticalBarRenderer{drawItem(Ljava/awt/Graphics2D;Lorg/jfree/chart/renderer/category/CategoryItemRendererState;Ljava/awt/geom/Rectangle2D;Lorg/jfree/chart/plot/CategoryPlot;Lorg/jfree/chart/axis/CategoryAxis;Lorg/jfree/chart/axis/ValueAxis;Lorg/jfree/data/category/CategoryDataset;III)V 0.0, lineNumber=207, susp=0.8944271909999159]
kali-susp:Candidate [className=org.jfree.chart.axis.CategoryAxis, methodName=org.jfree.chart.axis.CategoryAxis{reserveSpace(Ljava/awt/Graphics2D;Lorg/jfree/chart/plot/Plot;Ljava/awt/geom/Rectangle2D;Lorg/jfree/chart/util/RectangleEdge;Lorg/jfree/chart/axis/AxisSpace;)Lorg/jfree/chart/axis/AxisSpace; 0.0, lineNumber=741, susp=0.3779644730092272]
kali-susp:Candidate [className=org.jfree.chart.axis.CategoryAxis, methodName=org.jfree.chart.axis.CategoryAxis{reserveSpace(Ljava/awt/Graphics2D;Lorg/jfree/chart/plot/Plot;Ljava/awt/geom/Rectangle2D;Lorg/jfree/chart/util/RectangleEdge;Lorg/jfree/chart/axis/AxisSpace;)Lorg/jfree/chart/axis/AxisSpace; 0.0, lineNumber=736, susp=0.3779644730092272]
kali-susp:Candidate [className=org.jfree.data.general.DatasetUtilities, methodName=org.jfree.data.general.DatasetUtilities{isEmptyOrNull(Lorg/jfree/data/category/CategoryDataset;)Z 0.0, lineNumber=564, susp=0.3713906763541037]
kali-susp:Candidate [className=org.jfree.chart.axis.Axis, methodName=org.jfree.chart.axis.Axis{drawLabel(Ljava/lang/String;Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/awt/geom/Rectangle2D;Lorg/jfree/chart/util/RectangleEdge;Lorg/jfree/chart/axis/AxisState;Lorg/jfree/chart/plot/PlotRenderingInfo;)Lorg/jfree/chart/axis/AxisState; 0.0, lineNumber=1192, susp=0.3713906763541037]
kali-susp:Candidate [className=org.jfree.chart.renderer.RendererState, methodName=org.jfree.chart.renderer.RendererState{getEntityCollection()Lorg/jfree/chart/entity/EntityCollection; 0.0, lineNumber=86, susp=0.35355339059327373]
kali-susp:Candidate [className=org.jfree.chart.axis.CategoryAxis, methodName=org.jfree.chart.axis.CategoryAxis{hashCode()I 0.0, lineNumber=1174, susp=0.35355339059327373]
kali-susp:Candidate [className=org.jfree.chart.labels.StandardCategorySeriesLabelGenerator, methodName=org.jfree.chart.labels.StandardCategorySeriesLabelGenerator{generateLabel(Lorg/jfree/data/category/CategoryDataset;I)Ljava/lang/String; 0.0, lineNumber=99, susp=0.3481553119113957]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{getDomainAxis(I)Lorg/jfree/chart/axis/CategoryAxis; 0.0, lineNumber=608, susp=0.3481553119113957]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{getDomainAxis(I)Lorg/jfree/chart/axis/CategoryAxis; 0.0, lineNumber=605, susp=0.3481553119113957]
kali-susp:Candidate [className=org.jfree.chart.renderer.category.BarRenderer, methodName=org.jfree.chart.renderer.category.BarRenderer{findRangeBounds(Lorg/jfree/data/category/CategoryDataset;)Lorg/jfree/data/Range; 0.0, lineNumber=641, susp=0.34299717028501764]
kali-susp:Candidate [className=org.jfree.chart.title.LegendGraphic, methodName=org.jfree.chart.title.LegendGraphic{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;)V 0.0, lineNumber=616, susp=0.34299717028501764]
kali-susp:Candidate [className=org.jfree.chart.title.LegendGraphic, methodName=org.jfree.chart.title.LegendGraphic{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;)V 0.0, lineNumber=609, susp=0.34299717028501764]
kali-susp:Candidate [className=org.jfree.chart.title.LegendGraphic, methodName=org.jfree.chart.title.LegendGraphic{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;)V 0.0, lineNumber=607, susp=0.34299717028501764]
kali-susp:Candidate [className=org.jfree.chart.renderer.category.AbstractCategoryItemRenderer, methodName=org.jfree.chart.renderer.category.AbstractCategoryItemRenderer{getDrawingSupplier()Lorg/jfree/chart/plot/DrawingSupplier; 0.0, lineNumber=1364, susp=0.3380617018914066]
kali-susp:Candidate [className=org.jfree.chart.renderer.AbstractRenderer, methodName=org.jfree.chart.renderer.AbstractRenderer{lookupSeriesOutlinePaint(I)Ljava/awt/Paint; 0.0, lineNumber=946, susp=0.3380617018914066]
kali-susp:Candidate [className=org.jfree.chart.renderer.AbstractRenderer, methodName=org.jfree.chart.renderer.AbstractRenderer{lookupSeriesOutlinePaint(I)Ljava/awt/Paint; 0.0, lineNumber=939, susp=0.3380617018914066]
kali-susp:Candidate [className=org.jfree.chart.util.RectangleEdge, methodName=org.jfree.chart.util.RectangleEdge{equals(Ljava/lang/Object;)Z 0.0, lineNumber=88, susp=0.31622776601683794]
kali-susp:Candidate [className=org.jfree.chart.util.RectangleEdge, methodName=org.jfree.chart.util.RectangleEdge{equals(Ljava/lang/Object;)Z 0.0, lineNumber=83, susp=0.31622776601683794]
kali-susp:Candidate [className=org.jfree.chart.util.RectangleEdge, methodName=org.jfree.chart.util.RectangleEdge{equals(Ljava/lang/Object;)Z 0.0, lineNumber=80, susp=0.31622776601683794]
kali-susp:Candidate [className=org.jfree.chart.title.LegendTitle, methodName=org.jfree.chart.title.LegendTitle{arrange(Ljava/awt/Graphics2D;Lorg/jfree/chart/block/RectangleConstraint;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=477, susp=0.31234752377721214]
kali-susp:Candidate [className=org.jfree.chart.block.BlockContainer, methodName=org.jfree.chart.block.BlockContainer{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/lang/Object;)Ljava/lang/Object; 0.0, lineNumber=230, susp=0.31234752377721214]
kali-susp:Candidate [className=org.jfree.chart.block.LabelBlock, methodName=org.jfree.chart.block.LabelBlock{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/lang/Object;)Ljava/lang/Object; 0.0, lineNumber=295, susp=0.31234752377721214]
kali-susp:Candidate [className=org.jfree.chart.block.LabelBlock, methodName=org.jfree.chart.block.LabelBlock{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/lang/Object;)Ljava/lang/Object; 0.0, lineNumber=283, susp=0.31234752377721214]
kali-susp:Candidate [className=org.jfree.chart.util.ShapeUtilities, methodName=org.jfree.chart.util.ShapeUtilities{createTranslatedShape(Ljava/awt/Shape;Lorg/jfree/chart/util/RectangleAnchor;DD)Ljava/awt/Shape; 0.0, lineNumber=339, susp=0.31234752377721214]
kali-susp:Candidate [className=org.jfree.chart.util.ShapeUtilities, methodName=org.jfree.chart.util.ShapeUtilities{createTranslatedShape(Ljava/awt/Shape;Lorg/jfree/chart/util/RectangleAnchor;DD)Ljava/awt/Shape; 0.0, lineNumber=336, susp=0.31234752377721214]
kali-susp:Candidate [className=org.jfree.chart.title.LegendGraphic, methodName=org.jfree.chart.title.LegendGraphic{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;)V 0.0, lineNumber=601, susp=0.31234752377721214]
kali-susp:Candidate [className=org.jfree.chart.title.LegendGraphic, methodName=org.jfree.chart.title.LegendGraphic{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;)V 0.0, lineNumber=591, susp=0.31234752377721214]
kali-susp:Candidate [className=org.jfree.chart.title.LegendGraphic, methodName=org.jfree.chart.title.LegendGraphic{arrangeNN(Ljava/awt/Graphics2D;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=572, susp=0.31234752377721214]
kali-susp:Candidate [className=org.jfree.chart.title.LegendGraphic, methodName=org.jfree.chart.title.LegendGraphic{arrangeNN(Ljava/awt/Graphics2D;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=569, susp=0.31234752377721214]
kali-susp:Candidate [className=org.jfree.chart.title.LegendGraphic, methodName=org.jfree.chart.title.LegendGraphic{arrange(Ljava/awt/Graphics2D;Lorg/jfree/chart/block/RectangleConstraint;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=517, susp=0.31234752377721214]
kali-susp:Candidate [className=org.jfree.chart.title.LegendGraphic, methodName=org.jfree.chart.title.LegendGraphic{arrange(Ljava/awt/Graphics2D;Lorg/jfree/chart/block/RectangleConstraint;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=516, susp=0.31234752377721214]
kali-susp:Candidate [className=org.jfree.chart.block.FlowArrangement, methodName=org.jfree.chart.block.FlowArrangement{arrangeNN(Lorg/jfree/chart/block/BlockContainer;Ljava/awt/Graphics2D;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=384, susp=0.31234752377721214]
kali-susp:Candidate [className=org.jfree.chart.block.FlowArrangement, methodName=org.jfree.chart.block.FlowArrangement{arrangeNN(Lorg/jfree/chart/block/BlockContainer;Ljava/awt/Graphics2D;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=381, susp=0.31234752377721214]
kali-susp:Candidate [className=org.jfree.chart.block.FlowArrangement, methodName=org.jfree.chart.block.FlowArrangement{arrangeNN(Lorg/jfree/chart/block/BlockContainer;Ljava/awt/Graphics2D;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=378, susp=0.31234752377721214]
kali-susp:Candidate [className=org.jfree.chart.block.FlowArrangement, methodName=org.jfree.chart.block.FlowArrangement{arrangeNN(Lorg/jfree/chart/block/BlockContainer;Ljava/awt/Graphics2D;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=364, susp=0.31234752377721214]
kali-susp:Candidate [className=org.jfree.chart.block.FlowArrangement, methodName=org.jfree.chart.block.FlowArrangement{arrangeRR(Lorg/jfree/chart/block/BlockContainer;Ljava/awt/Graphics2D;Lorg/jfree/chart/block/RectangleConstraint;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=287, susp=0.31234752377721214]
kali-susp:Candidate [className=org.jfree.chart.block.FlowArrangement, methodName=org.jfree.chart.block.FlowArrangement{arrange(Lorg/jfree/chart/block/BlockContainer;Ljava/awt/Graphics2D;Lorg/jfree/chart/block/RectangleConstraint;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=160, susp=0.31234752377721214]
kali-susp:Candidate [className=org.jfree.chart.block.FlowArrangement, methodName=org.jfree.chart.block.FlowArrangement{arrange(Lorg/jfree/chart/block/BlockContainer;Ljava/awt/Graphics2D;Lorg/jfree/chart/block/RectangleConstraint;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=157, susp=0.31234752377721214]
kali-susp:Candidate [className=org.jfree.chart.block.FlowArrangement, methodName=org.jfree.chart.block.FlowArrangement{arrange(Lorg/jfree/chart/block/BlockContainer;Ljava/awt/Graphics2D;Lorg/jfree/chart/block/RectangleConstraint;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=154, susp=0.31234752377721214]
kali-susp:Candidate [className=org.jfree.chart.block.FlowArrangement, methodName=org.jfree.chart.block.FlowArrangement{arrange(Lorg/jfree/chart/block/BlockContainer;Ljava/awt/Graphics2D;Lorg/jfree/chart/block/RectangleConstraint;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=153, susp=0.31234752377721214]
kali-susp:Candidate [className=org.jfree.chart.block.FlowArrangement, methodName=org.jfree.chart.block.FlowArrangement{arrange(Lorg/jfree/chart/block/BlockContainer;Ljava/awt/Graphics2D;Lorg/jfree/chart/block/RectangleConstraint;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=142, susp=0.31234752377721214]
kali-susp:Candidate [className=org.jfree.chart.block.FlowArrangement, methodName=org.jfree.chart.block.FlowArrangement{arrange(Lorg/jfree/chart/block/BlockContainer;Ljava/awt/Graphics2D;Lorg/jfree/chart/block/RectangleConstraint;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=131, susp=0.31234752377721214]
kali-susp:Candidate [className=org.jfree.chart.text.TextBlock, methodName=org.jfree.chart.text.TextBlock{calculateOffsets(Lorg/jfree/chart/text/TextBlockAnchor;DD)[F 0.0, lineNumber=279, susp=0.31234752377721214]
kali-susp:Candidate [className=org.jfree.chart.block.CenterArrangement, methodName=org.jfree.chart.block.CenterArrangement{arrange(Lorg/jfree/chart/block/BlockContainer;Ljava/awt/Graphics2D;Lorg/jfree/chart/block/RectangleConstraint;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=100, susp=0.31234752377721214]
kali-susp:Candidate [className=org.jfree.chart.block.CenterArrangement, methodName=org.jfree.chart.block.CenterArrangement{arrange(Lorg/jfree/chart/block/BlockContainer;Ljava/awt/Graphics2D;Lorg/jfree/chart/block/RectangleConstraint;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=99, susp=0.31234752377721214]
kali-susp:Candidate [className=org.jfree.chart.util.RectangleAnchor, methodName=org.jfree.chart.util.RectangleAnchor{coordinates(Ljava/awt/geom/Rectangle2D;Lorg/jfree/chart/util/RectangleAnchor;)Ljava/awt/geom/Point2D; 0.0, lineNumber=141, susp=0.31234752377721214]
kali-susp:Candidate [className=org.jfree.chart.title.LegendItemBlockContainer, methodName=org.jfree.chart.title.LegendItemBlockContainer{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/lang/Object;)Ljava/lang/Object; 0.0, lineNumber=188, susp=0.31234752377721214]
kali-susp:Candidate [className=org.jfree.chart.title.LegendItemBlockContainer, methodName=org.jfree.chart.title.LegendItemBlockContainer{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/lang/Object;)Ljava/lang/Object; 0.0, lineNumber=186, susp=0.31234752377721214]
kali-susp:Candidate [className=org.jfree.chart.block.LineBorder, methodName=org.jfree.chart.block.LineBorder{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;)V 0.0, lineNumber=175, susp=0.31234752377721214]
kali-susp:Candidate [className=org.jfree.chart.block.LineBorder, methodName=org.jfree.chart.block.LineBorder{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;)V 0.0, lineNumber=171, susp=0.31234752377721214]
kali-susp:Candidate [className=org.jfree.chart.block.LineBorder, methodName=org.jfree.chart.block.LineBorder{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;)V 0.0, lineNumber=167, susp=0.31234752377721214]
kali-susp:Candidate [className=org.jfree.chart.block.LineBorder, methodName=org.jfree.chart.block.LineBorder{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;)V 0.0, lineNumber=163, susp=0.31234752377721214]
kali-susp:Candidate [className=org.jfree.chart.title.LegendGraphic, methodName=org.jfree.chart.title.LegendGraphic{setShapeLocation(Lorg/jfree/chart/util/RectangleAnchor;)V 0.0, lineNumber=407, susp=0.3086066999241838]
kali-susp:Candidate [className=org.jfree.chart.title.LegendGraphic, methodName=org.jfree.chart.title.LegendGraphic{setShapeAnchor(Lorg/jfree/chart/util/RectangleAnchor;)V 0.0, lineNumber=381, susp=0.3086066999241838]
kali-susp:Candidate [className=org.jfree.chart.title.LegendGraphic, methodName=org.jfree.chart.title.LegendGraphic{setFillPaintTransformer(Lorg/jfree/chart/util/GradientPaintTransformer;)V 0.0, lineNumber=288, susp=0.3086066999241838]
kali-susp:Candidate [className=org.jfree.chart.block.BorderArrangement, methodName=org.jfree.chart.block.BorderArrangement{arrangeNN(Lorg/jfree/chart/block/BlockContainer;Ljava/awt/Graphics2D;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=252, susp=0.3086066999241838]
kali-susp:Candidate [className=org.jfree.chart.block.BorderArrangement, methodName=org.jfree.chart.block.BorderArrangement{arrangeNN(Lorg/jfree/chart/block/BlockContainer;Ljava/awt/Graphics2D;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=246, susp=0.3086066999241838]
kali-susp:Candidate [className=org.jfree.chart.block.BorderArrangement, methodName=org.jfree.chart.block.BorderArrangement{arrangeNN(Lorg/jfree/chart/block/BlockContainer;Ljava/awt/Graphics2D;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=241, susp=0.3086066999241838]
kali-susp:Candidate [className=org.jfree.chart.block.BorderArrangement, methodName=org.jfree.chart.block.BorderArrangement{arrangeNN(Lorg/jfree/chart/block/BlockContainer;Ljava/awt/Graphics2D;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=236, susp=0.3086066999241838]
kali-susp:Candidate [className=org.jfree.chart.block.BorderArrangement, methodName=org.jfree.chart.block.BorderArrangement{arrangeNN(Lorg/jfree/chart/block/BlockContainer;Ljava/awt/Graphics2D;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=231, susp=0.3086066999241838]
