kali-susp:Candidate [className=org.jfree.chart.renderer.category.StatisticalBarRenderer, methodName=org.jfree.chart.renderer.category.StatisticalBarRenderer{drawItem(Ljava/awt/Graphics2D;Lorg/jfree/chart/renderer/category/CategoryItemRendererState;Ljava/awt/geom/Rectangle2D;Lorg/jfree/chart/plot/CategoryPlot;Lorg/jfree/chart/axis/CategoryAxis;Lorg/jfree/chart/axis/ValueAxis;Lorg/jfree/data/category/CategoryDataset;III)V 0.0, lineNumber=207, susp=7.99938195302843]
kali-susp:Candidate [className=org.jfree.chart.text.TextBlock, methodName=org.jfree.chart.text.TextBlock{calculateOffsets(Lorg/jfree/chart/text/TextBlockAnchor;DD)[F 0.0, lineNumber=279, susp=7.977132262051916]
kali-susp:Candidate [className=org.jfree.chart.block.CenterArrangement, methodName=org.jfree.chart.block.CenterArrangement{arrange(Lorg/jfree/chart/block/BlockContainer;Ljava/awt/Graphics2D;Lorg/jfree/chart/block/RectangleConstraint;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=100, susp=7.977132262051916]
kali-susp:Candidate [className=org.jfree.chart.block.CenterArrangement, methodName=org.jfree.chart.block.CenterArrangement{arrange(Lorg/jfree/chart/block/BlockContainer;Ljava/awt/Graphics2D;Lorg/jfree/chart/block/RectangleConstraint;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=99, susp=7.977132262051916]
kali-susp:Candidate [className=org.jfree.chart.util.RectangleAnchor, methodName=org.jfree.chart.util.RectangleAnchor{coordinates(Ljava/awt/geom/Rectangle2D;Lorg/jfree/chart/util/RectangleAnchor;)Ljava/awt/geom/Point2D; 0.0, lineNumber=141, susp=7.977132262051916]
kali-susp:Candidate [className=org.jfree.chart.title.LegendItemBlockContainer, methodName=org.jfree.chart.title.LegendItemBlockContainer{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/lang/Object;)Ljava/lang/Object; 0.0, lineNumber=188, susp=7.977132262051916]
kali-susp:Candidate [className=org.jfree.chart.title.LegendItemBlockContainer, methodName=org.jfree.chart.title.LegendItemBlockContainer{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/lang/Object;)Ljava/lang/Object; 0.0, lineNumber=186, susp=7.977132262051916]
kali-susp:Candidate [className=org.jfree.chart.block.LineBorder, methodName=org.jfree.chart.block.LineBorder{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;)V 0.0, lineNumber=175, susp=7.977132262051916]
kali-susp:Candidate [className=org.jfree.chart.block.LineBorder, methodName=org.jfree.chart.block.LineBorder{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;)V 0.0, lineNumber=171, susp=7.977132262051916]
kali-susp:Candidate [className=org.jfree.chart.block.LineBorder, methodName=org.jfree.chart.block.LineBorder{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;)V 0.0, lineNumber=167, susp=7.977132262051916]
kali-susp:Candidate [className=org.jfree.chart.block.LineBorder, methodName=org.jfree.chart.block.LineBorder{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;)V 0.0, lineNumber=163, susp=7.977132262051916]
kali-susp:Candidate [className=org.jfree.chart.title.LegendGraphic, methodName=org.jfree.chart.title.LegendGraphic{setShapeLocation(Lorg/jfree/chart/util/RectangleAnchor;)V 0.0, lineNumber=407, susp=7.976514215080346]
kali-susp:Candidate [className=org.jfree.chart.title.LegendGraphic, methodName=org.jfree.chart.title.LegendGraphic{setShapeAnchor(Lorg/jfree/chart/util/RectangleAnchor;)V 0.0, lineNumber=381, susp=7.976514215080346]
kali-susp:Candidate [className=org.jfree.chart.title.LegendGraphic, methodName=org.jfree.chart.title.LegendGraphic{setFillPaintTransformer(Lorg/jfree/chart/util/GradientPaintTransformer;)V 0.0, lineNumber=288, susp=7.976514215080346]
kali-susp:Candidate [className=org.jfree.chart.block.BorderArrangement, methodName=org.jfree.chart.block.BorderArrangement{arrangeNN(Lorg/jfree/chart/block/BlockContainer;Ljava/awt/Graphics2D;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=252, susp=7.976514215080346]
kali-susp:Candidate [className=org.jfree.chart.block.BorderArrangement, methodName=org.jfree.chart.block.BorderArrangement{arrangeNN(Lorg/jfree/chart/block/BlockContainer;Ljava/awt/Graphics2D;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=246, susp=7.976514215080346]
kali-susp:Candidate [className=org.jfree.chart.block.BorderArrangement, methodName=org.jfree.chart.block.BorderArrangement{arrangeNN(Lorg/jfree/chart/block/BlockContainer;Ljava/awt/Graphics2D;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=241, susp=7.976514215080346]
kali-susp:Candidate [className=org.jfree.chart.block.BorderArrangement, methodName=org.jfree.chart.block.BorderArrangement{arrangeNN(Lorg/jfree/chart/block/BlockContainer;Ljava/awt/Graphics2D;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=236, susp=7.976514215080346]
kali-susp:Candidate [className=org.jfree.chart.block.BorderArrangement, methodName=org.jfree.chart.block.BorderArrangement{arrangeNN(Lorg/jfree/chart/block/BlockContainer;Ljava/awt/Graphics2D;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=231, susp=7.976514215080346]
kali-susp:Candidate [className=org.jfree.chart.block.BorderArrangement, methodName=org.jfree.chart.block.BorderArrangement{arrangeNN(Lorg/jfree/chart/block/BlockContainer;Ljava/awt/Graphics2D;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=221, susp=7.976514215080346]
kali-susp:Candidate [className=org.jfree.chart.block.BorderArrangement, methodName=org.jfree.chart.block.BorderArrangement{arrangeNN(Lorg/jfree/chart/block/BlockContainer;Ljava/awt/Graphics2D;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=210, susp=7.976514215080346]
kali-susp:Candidate [className=org.jfree.chart.block.BorderArrangement, methodName=org.jfree.chart.block.BorderArrangement{arrangeNN(Lorg/jfree/chart/block/BlockContainer;Ljava/awt/Graphics2D;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=203, susp=7.976514215080346]
kali-susp:Candidate [className=org.jfree.chart.block.BorderArrangement, methodName=org.jfree.chart.block.BorderArrangement{arrangeNN(Lorg/jfree/chart/block/BlockContainer;Ljava/awt/Graphics2D;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=196, susp=7.976514215080346]
kali-susp:Candidate [className=org.jfree.chart.block.BorderArrangement, methodName=org.jfree.chart.block.BorderArrangement{arrangeNN(Lorg/jfree/chart/block/BlockContainer;Ljava/awt/Graphics2D;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=189, susp=7.976514215080346]
kali-susp:Candidate [className=org.jfree.chart.block.BorderArrangement, methodName=org.jfree.chart.block.BorderArrangement{arrange(Lorg/jfree/chart/block/BlockContainer;Ljava/awt/Graphics2D;Lorg/jfree/chart/block/RectangleConstraint;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=137, susp=7.976514215080346]
kali-susp:Candidate [className=org.jfree.chart.block.BorderArrangement, methodName=org.jfree.chart.block.BorderArrangement{arrange(Lorg/jfree/chart/block/BlockContainer;Ljava/awt/Graphics2D;Lorg/jfree/chart/block/RectangleConstraint;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=136, susp=7.975896168108776]
kali-susp:Candidate [className=org.jfree.chart.axis.NumberAxis, methodName=org.jfree.chart.axis.NumberAxis{draw(Ljava/awt/Graphics2D;DLjava/awt/geom/Rectangle2D;Ljava/awt/geom/Rectangle2D;Lorg/jfree/chart/util/RectangleEdge;Lorg/jfree/chart/plot/PlotRenderingInfo;)Lorg/jfree/chart/axis/AxisState; 0.0, lineNumber=660, susp=7.975278121137206]
kali-susp:Candidate [className=org.jfree.chart.text.TextUtilities, methodName=org.jfree.chart.text.TextUtilities{nextLineBreak(Ljava/lang/String;IFLjava/text/BreakIterator;Lorg/jfree/chart/text/TextMeasurer;)I 0.0, lineNumber=254, susp=7.975278121137206]
kali-susp:Candidate [className=org.jfree.chart.text.TextUtilities, methodName=org.jfree.chart.text.TextUtilities{nextLineBreak(Ljava/lang/String;IFLjava/text/BreakIterator;Lorg/jfree/chart/text/TextMeasurer;)I 0.0, lineNumber=250, susp=7.975278121137206]
kali-susp:Candidate [className=org.jfree.chart.text.TextUtilities, methodName=org.jfree.chart.text.TextUtilities{nextLineBreak(Ljava/lang/String;IFLjava/text/BreakIterator;Lorg/jfree/chart/text/TextMeasurer;)I 0.0, lineNumber=246, susp=7.975278121137206]
kali-susp:Candidate [className=org.jfree.chart.text.TextUtilities, methodName=org.jfree.chart.text.TextUtilities{createTextBlock(Ljava/lang/String;Ljava/awt/Font;Ljava/awt/Paint;FILorg/jfree/chart/text/TextMeasurer;)Lorg/jfree/chart/text/TextBlock; 0.0, lineNumber=197, susp=7.975278121137206]
kali-susp:Candidate [className=org.jfree.chart.text.TextUtilities, methodName=org.jfree.chart.text.TextUtilities{createTextBlock(Ljava/lang/String;Ljava/awt/Font;Ljava/awt/Paint;)Lorg/jfree/chart/text/TextBlock; 0.0, lineNumber=135, susp=7.975278121137206]
kali-susp:Candidate [className=org.jfree.chart.text.TextUtilities, methodName=org.jfree.chart.text.TextUtilities{createTextBlock(Ljava/lang/String;Ljava/awt/Font;Ljava/awt/Paint;)Lorg/jfree/chart/text/TextBlock; 0.0, lineNumber=125, susp=7.975278121137206]
kali-susp:Candidate [className=org.jfree.chart.text.TextUtilities, methodName=org.jfree.chart.text.TextUtilities{createTextBlock(Ljava/lang/String;Ljava/awt/Font;Ljava/awt/Paint;)Lorg/jfree/chart/text/TextBlock; 0.0, lineNumber=116, susp=7.975278121137206]
kali-susp:Candidate [className=org.jfree.chart.block.BorderArrangement, methodName=org.jfree.chart.block.BorderArrangement{add(Lorg/jfree/chart/block/Block;Ljava/lang/Object;)V 0.0, lineNumber=109, susp=7.975278121137206]
kali-susp:Candidate [className=org.jfree.chart.block.BorderArrangement, methodName=org.jfree.chart.block.BorderArrangement{add(Lorg/jfree/chart/block/Block;Ljava/lang/Object;)V 0.0, lineNumber=106, susp=7.975278121137206]
kali-susp:Candidate [className=org.jfree.chart.block.BorderArrangement, methodName=org.jfree.chart.block.BorderArrangement{add(Lorg/jfree/chart/block/Block;Ljava/lang/Object;)V 0.0, lineNumber=103, susp=7.975278121137206]
kali-susp:Candidate [className=org.jfree.chart.renderer.AbstractRenderer, methodName=org.jfree.chart.renderer.AbstractRenderer{lookupSeriesOutlineStroke(I)Ljava/awt/Stroke; 0.0, lineNumber=1239, susp=7.974660074165636]
kali-susp:Candidate [className=org.jfree.chart.renderer.AbstractRenderer, methodName=org.jfree.chart.renderer.AbstractRenderer{lookupSeriesOutlineStroke(I)Ljava/awt/Stroke; 0.0, lineNumber=1232, susp=7.974660074165636]
kali-susp:Candidate [className=org.jfree.chart.axis.ValueAxis, methodName=org.jfree.chart.axis.ValueAxis{drawAxisLine(Ljava/awt/Graphics2D;DLjava/awt/geom/Rectangle2D;Lorg/jfree/chart/util/RectangleEdge;)V 0.0, lineNumber=586, susp=7.974042027194066]
kali-susp:Candidate [className=org.jfree.chart.axis.ValueAxis, methodName=org.jfree.chart.axis.ValueAxis{drawAxisLine(Ljava/awt/Graphics2D;DLjava/awt/geom/Rectangle2D;Lorg/jfree/chart/util/RectangleEdge;)V 0.0, lineNumber=562, susp=7.974042027194066]
kali-susp:Candidate [className=org.jfree.chart.axis.ValueAxis, methodName=org.jfree.chart.axis.ValueAxis{drawAxisLine(Ljava/awt/Graphics2D;DLjava/awt/geom/Rectangle2D;Lorg/jfree/chart/util/RectangleEdge;)V 0.0, lineNumber=554, susp=7.974042027194066]
kali-susp:Candidate [className=org.jfree.chart.axis.ValueAxis, methodName=org.jfree.chart.axis.ValueAxis{drawAxisLine(Ljava/awt/Graphics2D;DLjava/awt/geom/Rectangle2D;Lorg/jfree/chart/util/RectangleEdge;)V 0.0, lineNumber=546, susp=7.974042027194066]
